director_name,num_critic_for_reviews,gross,genres,actor_1_name,movie_title,num_voted_users,num_user_for_reviews,language,budget,title_year,imdb_score,movie_facebook_likes
David Lynch,143,6197866,Biography|Drama,Sissy Spacek,The Straight Story ,63733,414,English,10000000.0,1999,8.0,0
Scott Kalvert,38,6044618,Action|Crime|Drama,Norman Reedus,Deuces Wild ,6200,92,English,10000000.0,2002,5.6,398
Jason Bateman,126,7764027,Comedy|Drama,Beth Grant,Bad Words ,38459,119,English,10000000.0,2013,6.7,0
David Schwimmer,168,5998971,Comedy|Romance|Sport,Dylan Moran,"Run, Fatboy, Run ",58509,143,English,20000000.0,2007,6.6,0
Allan Arkush,19,25517500,Comedy|Sci-Fi,Bernadette Peters,Heartbeeps ,1040,31,English,10000000.0,1981,4.2,425
Mike Binder,91,21569041,Drama,Jennifer Ehle,Black or White ,8058,57,English,9000000.0,2014,6.6,0
Eric Bross,46,4356743,Comedy|Family|Romance,Jerry Stiller,On the Line ,3662,79,English,16000000.0,2001,4.1,0
Werner Herzog,198,5484375,Adventure|Biography|Drama|War,Christian Bale,Rescue Dawn ,84641,205,English,10000000.0,2006,7.3,0
Dan Fogelman,139,5348317,Comedy|Drama|Music,Al Pacino,Danny Collins ,20810,100,English,10000000.0,2015,7.1,0
Jay Duplass,182,4244155,Comedy|Drama,Judy Greer,"Jeff, Who Lives at Home ",56005,112,English,10000000.0,2011,6.5,0
Luca Guadagnino,181,5004648,Drama|Romance,Flavio Parenti,I Am Love ,14031,114,Italian,10000000.0,2009,7.0,0
John Putch,23,3333823,Drama|Mystery|Sci-Fi,Robert Picardo,Atlas Shrugged II: The Strike ,5612,122,English,10000000.0,2012,5.5,0
Peter Medak,30,3275585,Action|Crime|Drama|Thriller,Gary Oldman,Romeo Is Bleeding ,10735,88,English,11500000.0,1993,6.6,561
Steven Soderbergh,111,3193102,Crime|Drama|Mystery|Thriller,Peter Fonda,The Limey ,24412,240,English,9000000.0,1999,7.1,944
Paul Haggis,287,54557348,Crime|Drama|Thriller,Don Cheadle,Crash ,361169,1624,English,6500000.0,2004,7.9,18000
Terence Davies,96,3041803,Drama|Romance,Eric Stoltz,The House of Mirth ,6377,181,English,10000000.0,2000,7.1,345
Harley Cokeliss,27,3060858,Action|Drama|Thriller,Cliff Robertson,Malone ,1768,37,English,10000000.0,1987,5.6,208
Victor Salva,44,1055654,Drama|Romance|Sport,Scott Mechlowicz,Peaceful Warrior ,20426,175,English,10000000.0,2006,7.3,0
Tom Brady,49,2331318,Comedy,Don Johnson,Bucky Larson: Born to Be a Star ,9541,64,English,10000000.0,2011,3.3,0
Spike Lee,57,2185266,Comedy|Drama|Music,Gillian White,Bamboozled ,8720,186,English,10000000.0,2000,6.5,1000
Jason Zada,185,26583369,Horror|Mystery|Thriller,Eoin Macken,The Forest ,20837,127,English,10000000.0,2016,4.8,10000
Franklin J. Schaffner,2,800000,Adventure|Mystery|Thriller,Frank Langella,Sphinx ,892,21,English,14000000.0,1981,5.2,106
Noah Baumbach,270,7574066,Comedy|Drama,Naomi Watts,While We're Young ,30325,96,English,10000000.0,2014,6.3,0
Chris Weitz,94,1754319,Drama|Romance,Demián Bichir,A Better Life ,13174,81,English,10000000.0,2011,7.2,0
David Cronenberg,157,1641788,Drama|Mystery|Thriller,Miranda Richardson,Spider ,30096,213,English,8000000.0,2002,6.8,0
Eric Blakeney,49,1631839,Comedy|Crime|Romance,Liam Neeson,Gun Shy ,5936,91,English,10000000.0,2000,5.7,242
Douglas McGrath,80,1309849,Drama|Romance,Charlie Hunnam,Nicholas Nickleby ,9395,103,English,10000000.0,2002,7.2,0
Ariel Vromen,221,1939441,Biography|Crime|Drama,Chris Evans,The Iceman ,55567,144,English,10000000.0,2012,6.9,20000
unknown,53,447093,Drama,Krystyna Janda,Dekalog             ,12591,37,Polish,20000000.0,2009,9.1,0
Rakesh Roshan,20,25517500,Action|Adventure|Romance|Sci-Fi,Naseeruddin Shah,Krrish ,12411,110,Hindi,10000000.0,2006,6.3,533
John Waters,90,1276984,Comedy|Crime|Thriller,Alicia Witt,Cecil B. DeMented ,11403,150,English,10000000.0,2000,6.2,795
William Friedkin,376,1987762,Crime|Drama|Romance|Thriller,Matthew McConaughey,Killer Joe ,59297,216,English,11000000.0,2011,6.7,12000
Derrick Borte,144,1474508,Comedy|Drama,Demi Moore,The Joneses ,33473,88,English,5000000.0,2009,6.5,0
Richard Kwietniowski,82,1011054,Crime|Drama|Thriller,Philip Seymour Hoffman,Owning Mahowny ,10585,83,English,10000000.0,2003,7.2,0
Bob Odenkirk,51,900926,Comedy,Jenna Fischer,The Brothers Solomon ,9517,46,English,10000000.0,2007,5.3,319
Kar-Wai Wong,192,866778,Drama|Romance,Natalie Portman,My Blueberry Nights ,44208,117,English,10000000.0,2007,6.7,0
John Turturro,36,836641,Drama,Beverly D'Angelo,Illuminata ,1402,40,English,20000000.0,1998,6.2,74
Guy Ritchie,71,598645,Comedy|Romance,Bruce Greenwood,Swept Away ,13145,215,English,10000000.0,2002,3.6,725
Joshua Seftel,79,578527,Action|Comedy|Thriller,Bashar Rahal,"War, Inc. ",20008,112,English,10000000.0,2008,5.7,883
Stephen Chow,246,488872,Action|Comedy|Sport,Wei Zhao,Shaolin Soccer ,56923,243,Cantonese,10000000.0,2001,7.3,0
Vincent Gallo,115,365734,Drama,Vincent Gallo,The Brown Bunny ,11487,226,English,10000000.0,2003,5.0,952
Jon Stewart,129,3093491,Biography|Drama,Numan Acar,Rosewater ,8307,37,English,5000000.0,2014,6.6,5000
Bigas Luna,22,244465,Drama|Romance,Olivier Martinez,The Chambermaid on the Titanic ,1135,14,French,20000000.0,1997,6.8,85
Ralph Fiennes,196,756452,Drama|Thriller|War,Gerard Butler,Coriolanus ,27009,118,English,20000000.0,2011,6.2,12000
Dan Harris,73,228524,Comedy|Drama,Kip Pardue,Imaginary Heroes ,8708,56,English,4000000.0,2004,7.3,345
Mel Smith,43,226792,Action|Comedy|Drama,Minnie Driver,High Heels and Low Lifes ,3080,44,English,10000000.0,2001,6.2,117
Bobcat Goldthwait,129,221210,Comedy|Drama,Robin Williams,World's Greatest Dad ,31964,129,English,20000000.0,2009,6.9,0
Christopher Smith,200,136432,Comedy|Horror|Thriller,Danny Dyer,Severance ,31890,194,English,5000000.0,2006,6.6,0
Stuart Gordon,79,131617,Drama|Thriller,Joe Mantegna,Edmond ,9971,119,English,10000000.0,2005,6.3,661
Jake Scott,112,152857,Drama,Kristen Stewart,Welcome to the Rileys ,19979,56,English,20000000.0,2010,7.0,0
Alan Metter,17,126247,Comedy|Crime,Christopher Lee,Police Academy: Mission to Moscow ,24958,103,English,6200000.0,1994,3.3,321
Jeb Stuart,20,82739,Drama,Ricky Schroder,Blood Done Sign My Name ,465,3,English,20000000.0,2010,6.7,503
Rafa Lara,12,169379,Drama|History|War,Jorge Luis Moreno,"Cinco de Mayo, La Batalla ",683,3,Spanish,10000000.0,2013,6.2,874
Michael Radford,59,25517500,Comedy|Drama|Romance,Chris Noth,Elsa & Fred ,2041,18,English,10000000.0,2014,6.5,0
Arthur Hiller,29,15447,Comedy,Eric Idle,An Alan Smithee Film: Burn Hollywood Burn ,2971,85,English,10000000.0,1997,3.5,89
Michael Meredith,23,19348,Comedy|Drama,Jeff Bridges,The Open Road ,2941,11,English,10000000.0,2009,5.5,370
Julio DePietro,22,100503,Comedy|Romance,Adrian Martinez,The Good Guy ,7759,20,English,8000000.0,2009,5.9,1000
Katherine Dieckmann,43,92900,Comedy|Drama,Stephanie Szostak,Motherhood ,3662,23,English,5000000.0,2009,4.7,546
William Dear,16,140987,Drama,Madison Pettis,Free Style ,361,4,English,20000000.0,2008,4.2,58
Kim Farrant,84,25517500,Drama|Mystery|Thriller,Nicholas Hamilton,Strangerland ,5637,57,English,10000000.0,2015,5.2,0
Marcus Raboy,4,25517500,Comedy|Crime|Music,Mike Epps,The Janky Promoters ,1097,10,English,20000000.0,2009,5.2,402
Scott Marshall,20,5561,Comedy|Romance,Drew Fuller,Blonde Ambition ,4995,34,English,10000000.0,2007,3.9,160
Álex de la Iglesia,71,3607,Crime|Mystery|Thriller,Jim Carter,The Oxford Murders ,22753,94,English,10000000.0,2008,6.1,0
Andrew Traucki,102,25517500,Horror|Thriller,Damian Walshe-Howling,The Reef ,11950,89,English,20000000.0,2010,5.8,0
Michael Clancy,27,70527,Comedy|Drama,Zooey Deschanel,Eulogy ,7690,68,English,6500000.0,2004,6.7,376
Patrick Lussier,62,25517500,Drama|Fantasy|Horror|Thriller,Teryl Rothery,White Noise 2: The Light ,11285,82,English,10000000.0,2007,5.7,509
Robert Adetuyi,5,25517500,Drama|Music,Shane Pollard,You Got Served: Beat the World ,1642,11,English,10000000.0,2011,4.5,0
Kari Skogland,76,25517500,Drama|Thriller,Jim Sturgess,Fifty Dead Men Walking ,9585,38,English,6000000.0,2008,6.9,0
Taedong Park,8,25517500,Adventure|Animation,Drake Bell,Jungle Shuffle ,162,2,English,10000000.0,2014,4.8,186
Paul Schrader,75,25517500,Drama|War,Veronica Ferres,Adam Resurrected ,3075,31,English,10000000.0,2008,6.3,589
Benedikt Erlingsson,66,11835,Comedy|Drama|Romance,Ingvar Eggert Sigurðsson,Of Horses and Men ,1920,7,Icelandic,10000000.0,2013,6.9,1000
Gurinder Chadha,31,25517500,Comedy|Drama|Horror|Romance,Sendhil Ramamurthy,It's a Wonderful Afterlife ,1250,16,English,10000000.0,2010,5.4,695
Jason Connery,32,25517500,Action|Horror|Sci-Fi,Ray Winstone,The Devil's Tomb ,5715,60,English,10000000.0,2009,3.8,486
Vic Sarin,17,25517500,Drama|Romance,Jimi Mistry,Partition ,2223,27,English,10000000.0,2007,7.0,746
Jim Issa,4,25517500,Comedy,Elaine Hendrix,Good Intentions ,553,3,English,10000000.0,2010,5.2,119
Jee-woon Kim,152,128486,Action|Adventure|Comedy|Western,Kang-ho Song,"The Good, the Bad, the Weird ",26156,74,Korean,10000000.0,2008,7.3,0
Douglas Aarniokoski,129,25517500,Horror|Thriller,Boris Kodjoe,Nurse 3D ,7286,75,English,10000000.0,2013,4.6,0
William Phillips,15,25517500,Action|Comedy|Drama|Western,Tyler Mane,Gunless ,3015,27,English,10000000.0,2010,6.5,850
Greg Mottola,248,16025394,Comedy|Drama|Romance,Kristen Stewart,Adventureland ,131180,220,English,20000000.0,2009,6.8,0
Andy Garcia,52,2483955,Drama|Romance,Danny Pino,The Lost City ,8369,165,English,9600000.0,2005,6.7,957
Steve Carr,55,57176582,Comedy,John Witherspoon,Next Friday ,27492,84,English,9500000.0,2000,6.1,0
Sarik Andreasyan,30,25517500,Action|Crime|Drama|Thriller,Hayden Christensen,American Heist ,12372,42,English,10000000.0,2014,5.2,0
Lewis Gilbert,130,43100000,Action|Adventure|Thriller,Donald Pleasence,You Only Live Twice ,75280,267,English,9500000.0,1967,6.9,0
Julian Gilbey,29,25517500,Action|Comedy|Crime|Drama,Mem Ferda,Plastic ,5865,12,English,10000000.0,2014,6.0,1000
Michael Haneke,447,225377,Drama|Romance,Isabelle Huppert,Amour ,70382,190,French,8900000.0,2012,7.9,33000
Gary Sherman,66,14114488,Horror|Thriller,Tom Skerritt,Poltergeist III ,13190,114,English,10500000.0,1988,4.5,616
Valeri Milev,18,25517500,Action|Horror,Daniella Alonso,Re-Kill ,1763,26,English,9500000.0,2015,5.1,898
Stanley Kramer,61,46300000,Action|Adventure|Comedy|Crime,Jonathan Winters,"It's a Mad, Mad, Mad, Mad World ",29323,344,English,9400000.0,1963,7.6,0
Pedro Almodóvar,232,12899702,Comedy|Crime|Drama|Mystery,Carmen Maura,Volver ,76681,228,Spanish,20000000.0,2006,7.6,0
Gerald Potterton,62,25517500,Adventure|Animation|Fantasy|Horror|Sci-Fi,John Vernon,Heavy Metal ,23516,147,English,9300000.0,1981,6.7,0
Jared Hess,106,113155,Adventure|Comedy|Sci-Fi,Jizelle Jade,Gentlemen Broncos ,9006,54,English,20000000.0,2009,6.1,0
Richard Loncraine,56,2600000,Drama|War,Robert Downey Jr.,Richard III ,11612,88,English,6000000.0,1995,7.5,0
David Hackl,48,25517500,Action|Horror|Thriller,Scott Glenn,Into the Grizzly Maze ,4486,38,English,10000000.0,2015,5.3,0
Lars von Trier,439,3029870,Drama|Sci-Fi,Alexander Skarsgård,Melancholia ,128729,551,English,7400000.0,2011,7.1,50000
Kriv Stenders,54,25517500,Biography|Comedy|Drama|Family|Romance,Noah Taylor,Red Dog ,13003,80,English,8500000.0,2011,7.5,10000
Yash Chopra,50,3047539,Drama|Romance,Shah Rukh Khan,Jab Tak Hai Jaan ,42296,286,Hindi,7217600.0,2012,6.9,12000
Ridley Scott,392,78900000,Horror|Sci-Fi,Tom Skerritt,Alien ,563827,1110,English,11000000.0,1979,8.5,23000
Tobe Hooper,277,30859000,Horror|Thriller,Gunnar Hansen,The Texas Chain Saw Massacre ,96410,826,English,83532.0,1974,7.5,0
Floria Sigismondi,259,3571735,Biography|Drama|Music,Kristen Stewart,The Runaways ,39260,129,English,10000000.0,2010,6.6,0
Norman Jewison,66,50000000,Drama|Family|Musical|Romance,Topol,Fiddler on the Roof ,29839,150,English,9000000.0,1971,8.0,0
Terence Young,129,63600000,Action|Adventure|Thriller,Desmond Llewelyn,Thunderball ,82073,275,English,9000000.0,1965,7.0,0
Joseph Kahn,115,25517500,Comedy|Horror|Sci-Fi,Josh Hutcherson,Detention ,12520,76,English,10000000.0,2011,5.8,0
Ferzan Ozpetek,81,25517500,Comedy|Drama|Romance,Riccardo Scamarcio,Loose Cannons ,8667,29,Italian,20000000.0,2010,7.3,0
F. Gary Gray,29,36049108,Action|Crime|Drama|Romance|Thriller,Vivica A. Fox,Set It Off ,10139,70,English,9000000.0,1996,6.8,0
Malcolm D. Lee,32,34074895,Comedy|Drama,Harold Perrineau,The Best Man ,6525,79,English,9000000.0,1999,6.7,0
Tom Holland,142,33244684,Fantasy|Horror,Catherine Hicks,Child's Play ,62038,281,English,9000000.0,1988,6.5,0
Michael Moore,263,24530513,Documentary|Drama,Michael Moore,Sicko ,66610,429,English,9000000.0,2007,8.0,0
James DeMonaco,285,71519230,Action|Horror|Sci-Fi|Thriller,Noel Gugliemi,The Purge: Anarchy ,92364,244,English,9000000.0,2014,6.5,15000
Kris Isacsson,64,20035310,Comedy|Drama|Romance,Rosario Dawson,Down to You ,12324,173,English,9000000.0,2000,4.9,580
Danny Leiner,150,18225165,Adventure|Comedy,Ethan Embry,Harold & Kumar Go to White Castle ,155262,316,English,9000000.0,2004,7.1,0
Rod Lurie,136,17804273,Drama|Thriller,Jeff Bridges,The Contender ,20449,370,English,20000000.0,2000,7.0,1000
Ben Younger,132,16938179,Crime|Drama|Thriller,Vin Diesel,Boiler Room ,41313,246,English,8000000.0,2000,7.0,0
John Landis,71,90400000,Comedy,Don Ameche,Trading Places ,102895,159,English,20000000.0,1983,7.5,0
Glen Morgan,186,16235293,Horror,Oliver Hudson,Black Christmas ,19918,278,English,9000000.0,2006,4.5,0
Daniel Taplitz,39,11827301,Comedy|Romance,Jennifer Esposito,Breakin' All the Rules ,4247,26,English,20000000.0,2004,5.5,266
Kenneth Branagh,46,10161099,Action|Biography|Drama|History|Romance|War,Brian Blessed,Henry V ,23441,108,English,9000000.0,1989,7.7,0
Tamara Jenkins,201,6610326,Comedy|Drama,Philip Seymour Hoffman,The Savages ,32188,127,English,20000000.0,2007,7.2,0
Linda Mendoza,32,6126237,Comedy|Romance,Carlos Ponce,Chasing Papi ,3419,41,English,20000000.0,2003,4.8,419
Christopher McQuarrie,117,6047856,Action|Crime|Drama|Thriller,Kristin Lehman,The Way of the Gun ,27536,327,English,8500000.0,2000,6.7,1000
Burr Steers,136,4681503,Comedy|Drama,Kieran Culkin,Igby Goes Down ,29058,238,English,9000000.0,2002,7.0,838
Hart Bochner,15,4350774,Comedy,Jon Favreau,PCU ,10476,52,English,8000000.0,1994,6.5,0
Michael O. Sajbel,46,3420871,Drama|Family|Romance,Bill Cobbs,The Ultimate Gift ,14100,81,English,20000000.0,2006,7.4,0
unknown,1,25517500,Drama|Romance,Ronn Moss,The Bold and the Beautiful             ,5478,54,English,20000000.0,2009,3.5,748
Stewart Raffill,41,25517500,Action|Adventure|Comedy|Romance|Sci-Fi,Anjelica Huston,The Ice Pirates ,7767,56,English,9000000.0,1984,5.7,0
Davis Guggenheim,65,2955039,Biography|Drama|Sport,Emma Bell,Gracie ,3624,27,English,9000000.0,2007,6.2,313
Bart Freundlich,100,1530535,Comedy|Drama|Romance,Billy Crudup,Trust the Man ,7833,63,English,9000000.0,2005,5.7,215
Andrew Fleming,129,4881867,Comedy|Music,Steve Coogan,Hamlet 2 ,15200,76,English,9000000.0,2008,6.4,1000
Todd Haynes,103,1043487,Drama|Music,Christian Bale,Velvet Goldmine ,27766,314,English,20000000.0,1998,7.0,0
Hong-jin Na,77,770629,Fantasy|Horror|Mystery|Thriller,Jung-min Hwang,The Wailing ,2379,24,Korean,20000000.0,2016,7.7,0
Kevin Tancharoen,67,11860839,Documentary|Music,Lea Michele,Glee: The 3D Concert Movie ,5156,21,English,9000000.0,2011,5.4,0
Dario Argento,76,349618,Horror,John Amos,Two Evil Eyes ,4302,45,English,9000000.0,1990,6.1,375
Eric Lavaine,17,25517500,Comedy,Lambert Wilson,Barbecue ,1673,1,French,20000000.0,2014,6.1,348
Mike Leigh,81,112935,Drama,Lesley Manville,All or Nothing ,8161,94,English,9000000.0,2002,7.6,484
Marc Forby,26,883887,Drama,Q'orianka Kilcher,Princess Kaiulani ,1201,14,English,9000000.0,2009,6.2,0
Peter Cattaneo,24,13751,Drama|Family,Jacqueline McKenzie,Opal Dream ,813,6,English,11400000.0,2006,6.6,135
Scott Mann,44,25517500,Action|Crime|Thriller,Robert De Niro,Heist ,16198,57,English,19000000.0,2015,6.1,0
Ole Christian Madsen,80,145109,Drama|History|Thriller|War,Lars Mikkelsen,Flame and Citron ,14247,44,Danish,45000000.0,2008,7.3,0
Meiert Avis,41,1046166,Comedy|Music|Romance,Fisher Stevens,Undiscovered ,2599,45,English,9000000.0,2005,4.2,128
Julian Jarrold,91,25517500,Crime|Drama|Mystery|Thriller,Andrew Garfield,Red Riding: In the Year of Our Lord 1974 ,9305,44,English,20000000.0,2009,7.1,0
André Téchiné,66,2874,Drama,Catherine Deneuve,The Girl on the Train ,1219,14,French,20000000.0,2009,6.0,120
Emily Young,19,25517500,Drama|Romance,Sarah Michelle Gellar,Veronika Decides to Die ,10100,42,English,9000000.0,2009,6.5,3000
Peter Faiman,35,174635000,Adventure|Comedy,Paul Hogan,Crocodile Dundee ,74743,93,English,8800000.0,1986,6.5,0
Martyn Pick,19,25517500,Action|Animation|Fantasy|Horror|Mystery|Sci-Fi|Thriller,Sean Pertwee,"Ultramarines: A Warhammer 40,000 Movie ",4990,64,English,20000000.0,2010,5.7,0
Roland Suso Richter,33,25517500,Mystery|Sci-Fi|Thriller,Stephen Graham,The I Inside ,9296,57,English,8800000.0,2004,6.1,458
Jeremy Sims,17,25517500,Drama|History|War,Harrison Gilbertson,Beneath Hill 60 ,5741,39,English,9000000.0,2010,7.1,0
Maïwenn,163,171320,Crime|Drama,Riccardo Scamarcio,Polisse ,10796,33,French,20000000.0,2011,7.3,0
Joby Harold,133,14373825,Crime|Mystery|Thriller,Hayden Christensen,Awake ,63216,196,English,8600000.0,2007,6.5,0
unknown,47,25517500,Action|Adventure|Animation|Drama|Fantasy|Sci-Fi,Dee Bradley Baker,Star Wars: The Clone Wars             ,28190,73,English,20000000.0,2009,7.9,2000
Ekachai Uekrongtham,66,162,Action|Crime|Thriller,Michael Jai White,Skin Trade ,5228,38,English,9000000.0,2014,5.7,0
Joel Schumacher,147,32222567,Comedy|Fantasy|Horror,Dianne Wiest,The Lost Boys ,92924,339,English,20000000.0,1987,7.2,19000
Scott Cooper,273,39462438,Drama|Music|Romance,Jeff Bridges,Crazy Heart ,67760,226,English,7000000.0,2009,7.3,0
Mark Rydell,32,29200000,Drama|Music|Romance,David Keith,The Rose ,6142,52,English,8500000.0,1979,6.9,1000
David E. Talbert,52,21564616,Comedy,Djimon Hounsou,Baggage Claim ,7098,41,English,8500000.0,2013,5.0,0
Roger Vadim,107,25517500,Adventure|Comedy|Fantasy|Sci-Fi,Jane Fonda,Barbarella ,24436,186,English,9000000.0,1968,5.9,0
Alexander Payne,175,14879556,Comedy|Drama,Matthew Broderick,Election ,73640,441,English,8000000.0,1999,7.3,0
Mira Nair,167,13569248,Drama,Jacinda Barrett,The Namesake ,16530,117,English,20000000.0,2006,7.6,0
Ari Sandel,132,34017854,Comedy,Bella Thorne,The DUFF ,51326,116,English,8500000.0,2015,6.5,8000
Vondie Curtis-Hall,66,4273372,Drama|Music|Romance,Mariah Carey,Glitter ,19412,308,English,22000000.0,2001,2.1,0
Tom Elkins,79,25517500,Drama|Horror|Mystery|Thriller,Abigail Spencer,The Haunting in Connecticut 2: Ghosts of Georgia ,13167,57,English,9000000.0,2013,5.3,0
Woo-Suk Kang,15,25517500,Action|Drama,Yu-mi Jeong,Silmido ,3290,17,Korean,8000000.0,2003,7.2,387
Jane Campion,222,4440055,Biography|Drama|Romance,Abbie Cornish,Bright Star ,21360,110,English,8500000.0,2009,7.0,0
Karan Johar,210,4018695,Adventure|Drama|Thriller,Shah Rukh Khan,My Name Is Khan ,69759,235,Hindi,12000000.0,2010,8.0,27000
J.C. Chandor,346,6262942,Action|Adventure|Drama,Robert Redford,All Is Lost ,59545,312,English,9000000.0,2013,6.9,18000
John Sayles,46,1997807,Adventure|Drama|Thriller,Mary Elizabeth Mastrantonio,Limbo ,5158,140,English,8000000.0,1999,7.1,196
Vipul Amrutlal Shah,15,1207007,Comedy|Drama|Romance,Katrina Kaif,Namastey London ,13577,47,Hindi,20000000.0,2007,7.3,341
Ken Loach,169,1829142,Drama|War,Padraic Delaney,The Wind That Shakes the Barley ,36846,222,English,20000000.0,2006,7.5,0
Ayan Mukerji,25,3827466,Comedy|Drama|Musical|Romance,Ranbir Kapoor,Yeh Jawaani Hai Deewani ,25122,102,Hindi,20000000.0,2013,6.9,0
John G. Avildsen,81,90800000,Action|Drama|Family|Sport,Martin Kove,The Karate Kid ,126916,235,English,8000000.0,1984,7.2,0
Mervyn LeRoy,54,25517500,Biography|Drama|History|Romance,Peter Ustinov,Quo Vadis ,9808,90,English,7623000.0,1951,7.2,1000
Darren Lynn Bousman,147,140244,Horror|Musical|Sci-Fi,Alexa PenaVega,Repo! The Genetic Opera ,20419,259,English,8500000.0,2008,6.7,8000
Serdar Akar,16,25517500,Action|Adventure,Necati Sasmaz,Valley of the Wolves: Iraq ,14486,159,Arabic,8300000.0,2006,6.0,467
Quentin Tarantino,215,107930000,Crime|Drama,Bruce Willis,Pulp Fiction ,1324680,2195,English,8000000.0,1994,8.9,45000
James Frawley,63,76657000,Adventure|Comedy|Family|Musical,Madeline Kahn,The Muppet Movie ,25498,92,English,20000000.0,1979,7.7,0
Dan Gilroy,534,32279955,Crime|Drama|Thriller,Jake Gyllenhaal,Nightcrawler ,293304,552,English,8500000.0,2014,7.9,65000
