,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
9400,2010.0,Platform,Activision,0.12,0.0,0.0,0.01,0.13
9401,2011.0,Racing,Tecmo Koei,0.12,0.0,0.0,0.01,0.13
9402,2006.0,Action,Atari,0.1,0.03,0.0,0.0,0.13
9403,2014.0,Role-Playing,Acquire,0.0,0.0,0.13,0.0,0.13
9404,2014.0,Shooter,505 Games,0.12,0.0,0.0,0.01,0.13
9405,2004.0,Sports,Ubisoft,0.07,0.05,0.0,0.01,0.13
9406,2018.0,Adventure,Activision,0.08,0.04,0.0,0.01,0.13
9407,2006.0,Sports,Electronic Arts,0.1,0.03,0.0,0.0,0.13
9408,2004.0,Adventure,Eidos Interactive,0.07,0.05,0.0,0.01,0.13
9409,2013.0,Misc,Warner Bros. Interactive Entertainment,0.1,0.01,0.0,0.01,0.13
9410,2013.0,Simulation,SouthPeak Games,0.12,0.0,0.0,0.01,0.13
9411,2019.0,Action,Konami Digital Entertainment,0.0,0.0,0.13,0.0,0.13
9412,2001.0,Strategy,Sega,0.0,0.0,0.13,0.0,0.13
9413,2015.0,Sports,Konami Digital Entertainment,0.0,0.0,0.13,0.0,0.13
9414,2016.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.13,0.0,0.13
9415,2008.0,Fighting,THQ,0.09,0.04,0.0,0.0,0.13
9416,2010.0,Action,Sega,0.0,0.0,0.13,0.0,0.13
9417,2019.0,Action,Namco Bandai Games,0.0,0.0,0.13,0.0,0.13
9418,2016.0,Fighting,Atlus,0.08,0.02,0.03,0.01,0.13
9419,2010.0,Action,Eidos Interactive,0.1,0.03,0.0,0.0,0.13
9420,2001.0,Sports,Konami Digital Entertainment,0.07,0.05,0.0,0.01,0.13
9421,2012.0,Action,THQ,0.08,0.04,0.0,0.01,0.13
9422,2005.0,Sports,Tecmo Koei,0.0,0.0,0.13,0.0,0.13
9423,2010.0,Action,Ubisoft,0.11,0.01,0.0,0.01,0.13
9424,2014.0,Adventure,Foreign Media Games,0.08,0.04,0.0,0.01,0.13
9425,2013.0,Sports,THQ,0.12,0.0,0.0,0.01,0.13
9426,2006.0,Platform,Konami Digital Entertainment,0.1,0.03,0.0,0.0,0.13
9427,2006.0,Role-Playing,Enterbrain,0.06,0.05,0.0,0.02,0.13
9428,2019.0,Action,Capcom,0.01,0.05,0.06,0.01,0.13
9429,2015.0,Action,THQ,0.11,0.02,0.0,0.01,0.13
9430,2008.0,Racing,Sony Computer Entertainment,0.06,0.05,0.0,0.02,0.13
9431,2012.0,Sports,Activision,0.12,0.0,0.0,0.01,0.13
9432,2002.0,Strategy,Eidos Interactive,0.07,0.05,0.0,0.01,0.13
9433,2014.0,Misc,UFO Interactive,0.12,0.0,0.0,0.01,0.13
9434,2011.0,Misc,Capcom,0.0,0.0,0.13,0.0,0.13
9435,2009.0,Platform,Ubisoft,0.09,0.03,0.0,0.0,0.13
9436,2008.0,Adventure,Konami Digital Entertainment,0.06,0.05,0.0,0.02,0.13
9437,2013.0,Shooter,D3Publisher,0.09,0.02,0.0,0.01,0.13
9438,2020.0,Action,Tecmo Koei,0.0,0.0,0.13,0.0,0.13
9439,2014.0,Sports,Sega,0.0,0.0,0.13,0.0,0.13
9440,2013.0,Misc,Mindscape,0.0,0.12,0.0,0.01,0.13
9441,2014.0,Adventure,THQ,0.08,0.03,0.0,0.02,0.13
9442,1996.0,Shooter,Konami Digital Entertainment,0.0,0.0,0.13,0.0,0.13
9443,2009.0,Shooter,Electronic Arts,0.12,0.0,0.0,0.01,0.13
9444,2013.0,Sports,Take-Two Interactive,0.12,0.0,0.0,0.01,0.13
9445,2015.0,Role-Playing,Square Enix,0.0,0.0,0.13,0.0,0.13
9446,2013.0,Adventure,Enterbrain,0.0,0.0,0.13,0.0,0.13
9447,2004.0,Role-Playing,Havas Interactive,0.01,0.09,0.0,0.02,0.13
9448,2018.0,Adventure,Little Orbit,0.03,0.08,0.0,0.02,0.13
9449,2011.0,Sports,Sony Computer Entertainment,0.12,0.0,0.0,0.01,0.13
9450,2017.0,Platform,Ubisoft,0.03,0.09,0.0,0.01,0.13
9451,2016.0,Shooter,Konami Digital Entertainment,0.06,0.04,0.01,0.02,0.13
9452,2002.0,Sports,Codemasters,0.07,0.05,0.0,0.01,0.13
9453,2005.0,Fighting,Spike,0.09,0.03,0.0,0.0,0.13
9454,2012.0,Role-Playing,Banpresto,0.0,0.0,0.13,0.0,0.13
9455,2007.0,Platform,Atari,0.1,0.03,0.0,0.0,0.13
9456,2014.0,Action,Namco Bandai Games,0.04,0.02,0.05,0.02,0.13
9457,2018.0,Misc,Namco Bandai Games,0.0,0.0,0.13,0.0,0.13
9458,2005.0,Racing,THQ,0.1,0.03,0.0,0.0,0.13
9459,2011.0,Racing,Destineer,0.12,0.0,0.0,0.01,0.13
9460,1999.0,Strategy,Tecmo Koei,0.05,0.03,0.04,0.01,0.13
9461,1997.0,Role-Playing,Nintendo,0.0,0.0,0.13,0.0,0.13
9462,2016.0,Misc,Capcom,0.08,0.03,0.02,0.01,0.13
9463,2013.0,Sports,Ubisoft,0.1,0.02,0.0,0.01,0.13
9464,2009.0,Platform,Capcom,0.1,0.03,0.0,0.0,0.13
9465,2015.0,Misc,THQ,0.08,0.04,0.0,0.01,0.13
9466,2012.0,Simulation,Capcom,0.12,0.0,0.0,0.01,0.13
9467,2015.0,Simulation,Crave Entertainment,0.12,0.0,0.0,0.01,0.13
9468,1999.0,Shooter,Interplay,0.07,0.05,0.0,0.01,0.13
9469,2012.0,Sports,Midway Games,0.12,0.0,0.0,0.01,0.13
9470,2014.0,Simulation,Tomy Corporation,0.12,0.0,0.0,0.01,0.13
9471,2019.0,Misc,Ubisoft,0.1,0.02,0.0,0.01,0.13
9472,2010.0,Racing,Activision,0.1,0.03,0.0,0.0,0.13
9473,2018.0,Fighting,Nippon Ichi Software,0.06,0.02,0.04,0.02,0.13
9474,2009.0,Role-Playing,Ubisoft,0.06,0.05,0.0,0.02,0.13
9475,,Fighting,Capcom,0.07,0.04,0.0,0.02,0.13
9476,2015.0,Role-Playing,Marvelous Interactive,0.0,0.0,0.13,0.0,0.13
9477,2009.0,Simulation,Rising Star Games,0.0,0.0,0.13,0.0,0.13
9478,2011.0,Role-Playing,Banpresto,0.07,0.0,0.05,0.01,0.13
9479,2004.0,Shooter,Nintendo,0.0,0.0,0.13,0.0,0.13
9480,2003.0,Sports,Acclaim Entertainment,0.12,0.01,0.0,0.0,0.13
9481,2003.0,Platform,Konami Digital Entertainment,0.06,0.02,0.05,0.0,0.13
9482,2016.0,Misc,Ubisoft,0.01,0.1,0.0,0.02,0.13
9483,2010.0,Sports,Activision,0.12,0.0,0.0,0.01,0.13
9484,2015.0,Action,Electronic Arts,0.06,0.06,0.0,0.01,0.13
9485,2006.0,Misc,TDK Mediactive,0.1,0.03,0.0,0.0,0.13
9486,2010.0,Racing,Sega,0.1,0.03,0.0,0.0,0.13
9487,2013.0,Sports,Mastiff,0.12,0.0,0.0,0.01,0.13
9488,2014.0,Strategy,Slitherine Software,0.08,0.04,0.0,0.01,0.13
9489,2014.0,Action,Disney Interactive Studios,0.09,0.02,0.0,0.02,0.13
9490,2006.0,Racing,Activision,0.06,0.05,0.0,0.02,0.13
9491,2013.0,Adventure,Activision,0.12,0.0,0.0,0.01,0.13
9492,2012.0,Platform,Sony Computer Entertainment,0.04,0.03,0.04,0.02,0.13
9493,2001.0,Shooter,Sega,0.0,0.0,0.13,0.0,0.13
9494,2015.0,Racing,Activision,0.09,0.03,0.0,0.01,0.13
9495,1985.0,Sports,Atari,0.12,0.01,0.0,0.0,0.13
9496,2009.0,Simulation,Codemasters,0.1,0.03,0.0,0.0,0.13
9497,2011.0,Misc,505 Games,0.12,0.0,0.0,0.01,0.13
9498,2006.0,Action,Microsoft Game Studios,0.1,0.03,0.0,0.0,0.13
9499,2007.0,Strategy,Atari,0.1,0.03,0.0,0.0,0.13
9500,2010.0,Sports,Electronic Arts,0.1,0.03,0.0,0.0,0.13
9501,2007.0,Action,Eidos Interactive,0.1,0.03,0.0,0.0,0.13
9502,2017.0,Sports,Sony Computer Entertainment,0.11,0.0,0.0,0.02,0.13
9503,2015.0,Sports,Take-Two Interactive,0.12,0.0,0.0,0.01,0.13
9504,2008.0,Racing,Namco Bandai Games,0.09,0.03,0.0,0.0,0.13
9505,2009.0,Platform,Sony Computer Entertainment,0.06,0.05,0.0,0.02,0.13
9506,2015.0,Action,Warner Bros. Interactive Entertainment,0.07,0.05,0.0,0.01,0.13
9507,2007.0,Action,Ubisoft,0.06,0.05,0.0,0.02,0.13
9508,2000.0,Fighting,Sega,0.0,0.0,0.13,0.0,0.13
9509,2007.0,Shooter,Vivendi Games,0.09,0.03,0.0,0.0,0.13
9510,2001.0,Misc,Hudson Soft,0.0,0.0,0.13,0.0,0.13
9511,2019.0,Adventure,505 Games,0.03,0.08,0.0,0.02,0.13
9512,2010.0,Action,Ubisoft,0.1,0.01,0.0,0.01,0.13
9513,2007.0,Racing,Eidos Interactive,0.06,0.05,0.0,0.02,0.13
9514,2015.0,Fighting,PQube,0.03,0.02,0.07,0.01,0.13
9515,2014.0,Sports,Atari,0.12,0.0,0.0,0.01,0.13
9516,2006.0,Strategy,Vivendi Games,0.03,0.08,0.0,0.02,0.13
9517,2014.0,Simulation,,0.0,0.13,0.0,0.0,0.13
9518,2012.0,Puzzle,Zoo Digital Publishing,0.12,0.0,0.0,0.01,0.13
9519,2010.0,Platform,Activision,0.12,0.0,0.0,0.01,0.13
9520,2015.0,Simulation,Ubisoft,0.1,0.02,0.0,0.01,0.13
9521,2014.0,Misc,Konami Digital Entertainment,0.0,0.0,0.13,0.0,0.13
9522,,Puzzle,Unknown,0.0,0.0,0.13,0.0,0.13
9523,2014.0,Shooter,Take-Two Interactive,0.1,0.02,0.0,0.01,0.13
9524,2006.0,Action,Sega,0.08,0.02,0.03,0.0,0.13
9525,2013.0,Misc,Ubisoft,0.12,0.0,0.0,0.01,0.13
9526,2012.0,Shooter,Zoo Games,0.12,0.0,0.0,0.01,0.13
9527,2007.0,Shooter,THQ,0.06,0.05,0.0,0.02,0.13
9528,2010.0,Platform,Disney Interactive Studios,0.09,0.03,0.0,0.0,0.13
9529,2011.0,Puzzle,Natsume,0.12,0.0,0.0,0.01,0.13
9530,2014.0,Misc,Graffiti,0.12,0.0,0.0,0.01,0.13
9531,2010.0,Action,D3Publisher,0.11,0.01,0.0,0.01,0.13
9532,2014.0,Role-Playing,Enterbrain,0.0,0.0,0.13,0.0,0.13
9533,2012.0,Misc,MTV Games,0.06,0.05,0.0,0.02,0.13
9534,2015.0,Puzzle,Sega,0.0,0.0,0.13,0.0,0.13
9535,2011.0,Shooter,Midway Games,0.1,0.01,0.0,0.01,0.13
9536,1999.0,Sports,Sony Computer Entertainment,0.0,0.0,0.12,0.01,0.13
9537,2011.0,Sports,Sony Computer Entertainment,0.06,0.05,0.0,0.02,0.13
9538,2020.0,Action,Square Enix,0.0,0.0,0.13,0.0,0.13
9539,2014.0,Role-Playing,Capcom,0.0,0.0,0.13,0.0,0.13
9540,2015.0,Action,Warner Bros. Interactive Entertainment,0.09,0.03,0.0,0.01,0.13
9541,2008.0,Role-Playing,Ghostlight,0.06,0.05,0.0,0.02,0.13
9542,2011.0,Puzzle,Funsta,0.1,0.01,0.0,0.01,0.13
9543,2012.0,Sports,Atari,0.12,0.0,0.0,0.01,0.13
9544,2015.0,Misc,Ubisoft,0.08,0.04,0.0,0.01,0.13
9545,2009.0,Misc,Sega,0.0,0.0,0.13,0.0,0.13
9546,1999.0,Role-Playing,Enix Corporation,0.0,0.0,0.13,0.0,0.13
9547,2014.0,Action,Square Enix,0.0,0.1,0.0,0.03,0.13
9548,2008.0,Platform,Electronic Arts,0.09,0.03,0.0,0.0,0.13
9549,2014.0,Role-Playing,DTP Entertainment,0.07,0.04,0.0,0.02,0.13
9550,2008.0,Action,Konami Digital Entertainment,0.1,0.03,0.0,0.0,0.13
9551,2005.0,Racing,Electronic Arts,0.06,0.05,0.0,0.02,0.13
9552,2007.0,Sports,Infogrames,0.1,0.03,0.0,0.0,0.13
9553,2014.0,Action,Activision,0.11,0.01,0.0,0.01,0.13
9554,2012.0,Action,Codemasters,0.07,0.04,0.0,0.02,0.13
9555,2004.0,Racing,Sega,0.0,0.0,0.13,0.0,0.13
9556,2017.0,Shooter,Electronic Arts,0.08,0.04,0.0,0.01,0.13
9557,2012.0,Sports,Activision Value,0.12,0.0,0.0,0.01,0.13
9558,2006.0,Fighting,Acclaim Entertainment,0.1,0.03,0.0,0.0,0.13
9559,2012.0,Puzzle,Square Enix,0.1,0.02,0.0,0.01,0.13
9560,2014.0,Action,Warner Bros. Interactive Entertainment,0.11,0.01,0.0,0.01,0.13
9561,1996.0,Shooter,Sega,0.0,0.0,0.13,0.0,0.13
9562,2007.0,Sports,Acclaim Entertainment,0.1,0.03,0.0,0.0,0.13
9563,2014.0,Action,Namco Bandai Games,0.0,0.0,0.13,0.0,0.13
9564,2011.0,Role-Playing,Sega,0.0,0.0,0.13,0.0,0.13
9565,2012.0,Shooter,Ubisoft,0.11,0.0,0.0,0.01,0.13
9566,2005.0,Platform,3DO,0.06,0.05,0.0,0.02,0.13
9567,2008.0,Misc,Nintendo,0.09,0.03,0.0,0.0,0.13
9568,2019.0,Sports,Konami Digital Entertainment,0.04,0.08,0.0,0.01,0.13
9569,2019.0,Action,Warner Bros. Interactive Entertainment,0.08,0.03,0.0,0.01,0.13
9570,2012.0,Action,Tecmo Koei,0.06,0.05,0.0,0.02,0.13
9571,2009.0,Platform,Ubisoft,0.06,0.05,0.0,0.02,0.13
9572,2011.0,Racing,Electronic Arts,0.11,0.01,0.0,0.01,0.13
9573,2002.0,Action,Telstar,0.07,0.05,0.0,0.01,0.13
9574,2015.0,Action,Capcom,0.0,0.0,0.13,0.0,0.13
9575,2009.0,Action,Sega,0.1,0.03,0.0,0.0,0.13
9576,2019.0,Action,Sony Computer Entertainment,0.02,0.05,0.04,0.01,0.13
9577,2012.0,Misc,MTV Games,0.11,0.0,0.0,0.01,0.13
9578,2005.0,Simulation,Take-Two Interactive,0.06,0.05,0.0,0.02,0.13
9579,2006.0,Platform,Infogrames,0.1,0.03,0.0,0.0,0.13
9580,2007.0,Shooter,LucasArts,0.1,0.03,0.0,0.0,0.13
9581,2019.0,Action,Namco Bandai Games,0.0,0.0,0.13,0.0,0.13
9582,2010.0,Action,Tecmo Koei,0.11,0.01,0.0,0.01,0.13
9583,2008.0,Misc,Mud Duck Productions,0.1,0.03,0.0,0.0,0.13
9584,2009.0,Action,THQ,0.1,0.03,0.0,0.0,0.13
9585,2003.0,Sports,Ubisoft,0.07,0.05,0.0,0.01,0.13
9586,2010.0,Sports,Take-Two Interactive,0.06,0.05,0.0,0.02,0.13
9587,2006.0,Strategy,Tecmo Koei,0.0,0.0,0.13,0.0,0.13
9588,2006.0,Sports,Enterbrain,0.0,0.0,0.12,0.0,0.13
9589,2012.0,Sports,Crave Entertainment,0.12,0.0,0.0,0.01,0.13
9590,2006.0,Misc,Infogrames,0.1,0.03,0.0,0.0,0.13
9591,2017.0,Action,Warner Bros. Interactive Entertainment,0.05,0.07,0.0,0.01,0.13
9592,2015.0,Action,Sega,0.09,0.03,0.0,0.01,0.13
9593,2008.0,Racing,Codemasters,0.09,0.03,0.0,0.0,0.13
9594,2015.0,Misc,Ubisoft,0.12,0.0,0.0,0.01,0.13
9595,2005.0,Puzzle,"Destination Software, Inc",0.09,0.03,0.0,0.0,0.13
9596,2012.0,Simulation,Namco Bandai Games,0.09,0.02,0.01,0.01,0.13
9597,2012.0,Adventure,THQ,0.11,0.01,0.0,0.01,0.13
9598,2015.0,Sports,Ubisoft,0.12,0.0,0.0,0.01,0.13
9599,2012.0,Racing,Activision,0.06,0.05,0.0,0.02,0.13
9600,2013.0,Action,Activision,0.09,0.03,0.0,0.01,0.13
9601,2009.0,Racing,XS Games,0.06,0.05,0.0,0.02,0.13
9602,2013.0,Simulation,Electronic Arts,0.1,0.01,0.0,0.01,0.13
9603,2015.0,Misc,THQ,0.07,0.05,0.0,0.01,0.13
9604,2015.0,Misc,505 Games,0.1,0.01,0.0,0.01,0.13
9605,1999.0,Sports,U.S. Gold,0.07,0.05,0.0,0.01,0.13
9606,2000.0,Simulation,Virgin Interactive,0.07,0.05,0.0,0.01,0.13
9607,2017.0,Sports,Sega,0.0,0.0,0.13,0.0,0.13
9608,2012.0,Adventure,Sega,0.0,0.0,0.13,0.0,0.13
9609,2006.0,Sports,Activision,0.09,0.03,0.0,0.0,0.13
9610,2005.0,Adventure,3DO,0.07,0.05,0.0,0.01,0.13
9611,2006.0,Racing,Electronic Arts,0.06,0.05,0.0,0.02,0.13
9612,2006.0,Fighting,Activision,0.1,0.03,0.0,0.0,0.13
9613,2011.0,Platform,System 3 Arcade Software,0.12,0.0,0.0,0.01,0.13
9614,2015.0,Adventure,Ubisoft,0.07,0.04,0.0,0.02,0.13
9615,2014.0,Sports,Activision,0.12,0.0,0.0,0.01,0.13
9616,2012.0,Platform,Zoo Digital Publishing,0.07,0.04,0.0,0.01,0.13
9617,2017.0,Role-Playing,Sega,0.0,0.0,0.13,0.0,0.13
9618,2001.0,Role-Playing,NEC Interchannel,0.0,0.0,0.13,0.0,0.13
9619,2002.0,Platform,DreamWorks Interactive,0.07,0.05,0.0,0.01,0.13
9620,2013.0,Platform,Ubisoft,0.11,0.0,0.0,0.01,0.13
9621,2006.0,Racing,Acclaim Entertainment,0.09,0.03,0.0,0.0,0.13
9622,2012.0,Puzzle,Game Factory,0.11,0.01,0.0,0.01,0.13
9623,2015.0,Racing,D3Publisher,0.08,0.03,0.0,0.01,0.13
9624,2013.0,Action,Ubisoft,0.12,0.0,0.0,0.01,0.13
9625,2011.0,Role-Playing,Rising Star Games,0.05,0.04,0.02,0.01,0.13
9626,2012.0,Misc,Majesco Entertainment,0.12,0.0,0.0,0.01,0.13
9627,2017.0,Action,Namco Bandai Games,0.0,0.0,0.13,0.0,0.13
9628,2012.0,Sports,Data Design Interactive,0.11,0.0,0.0,0.01,0.13
9629,2017.0,Strategy,Level 5,0.0,0.0,0.13,0.0,0.13
9630,2015.0,Action,D3Publisher,0.12,0.0,0.0,0.01,0.13
9631,2010.0,Sports,Midway Games,0.09,0.03,0.0,0.0,0.13
9632,2018.0,Adventure,Namco Bandai Games,0.0,0.0,0.13,0.0,0.13
9633,2015.0,Misc,Ubisoft,0.12,0.0,0.0,0.01,0.13
9634,2009.0,Racing,Vivendi Games,0.09,0.03,0.0,0.0,0.13
9635,2007.0,Shooter,Electronic Arts,0.1,0.03,0.0,0.0,0.13
9636,2013.0,Strategy,Take-Two Interactive,0.03,0.08,0.0,0.02,0.13
9637,2018.0,Role-Playing,Nippon Ichi Software,0.04,0.01,0.06,0.02,0.13
9638,2018.0,Action,Activision,0.04,0.05,0.01,0.02,0.13
9639,2010.0,Misc,Capcom,0.1,0.03,0.0,0.0,0.13
9640,1999.0,Shooter,Konami Digital Entertainment,0.0,0.0,0.13,0.0,0.13
9641,2012.0,Action,Atari,0.09,0.03,0.0,0.01,0.13
9642,2014.0,Role-Playing,Capcom,0.0,0.0,0.13,0.0,0.13
9643,2006.0,Racing,Microsoft Game Studios,0.09,0.03,0.0,0.0,0.13
9644,2008.0,Sports,Sony Computer Entertainment,0.06,0.05,0.0,0.02,0.13
9645,2013.0,Shooter,D3Publisher,0.1,0.01,0.0,0.01,0.13
9646,2020.0,Shooter,Take-Two Interactive,0.08,0.04,0.0,0.01,0.13
9647,2006.0,Fighting,Acclaim Entertainment,0.09,0.03,0.0,0.0,0.13
9648,2014.0,Sports,Konami Digital Entertainment,0.0,0.0,0.13,0.0,0.13
9649,2007.0,Shooter,LucasArts,0.09,0.03,0.0,0.0,0.13
9650,2013.0,Shooter,Activision,0.12,0.0,0.0,0.01,0.13
9651,2012.0,Role-Playing,Zushi Games,0.1,0.0,0.01,0.01,0.13
9652,2015.0,Shooter,Sega,0.07,0.04,0.0,0.01,0.13
9653,2015.0,Fighting,505 Games,0.06,0.04,0.0,0.02,0.13
9654,2006.0,Sports,Konami Digital Entertainment,0.0,0.0,0.12,0.01,0.13
9655,2011.0,Shooter,Vivendi Games,0.11,0.0,0.0,0.01,0.13
9656,2001.0,Sports,Gremlin Interactive Ltd,0.07,0.05,0.0,0.01,0.13
9657,2011.0,Simulation,Game Life,0.09,0.02,0.0,0.01,0.13
9658,2007.0,Racing,THQ,0.09,0.03,0.0,0.0,0.12
9659,2001.0,Platform,Sega,0.0,0.0,0.12,0.0,0.12
9660,2016.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12
9661,2012.0,Action,Electronic Arts,0.11,0.01,0.0,0.01,0.12
9662,2004.0,Sports,Infogrames,0.07,0.05,0.0,0.01,0.12
9663,2013.0,Adventure,Konami Digital Entertainment,0.07,0.04,0.0,0.01,0.12
9664,2016.0,Action,Ubisoft,0.07,0.04,0.0,0.01,0.12
9665,2005.0,Platform,THQ,0.09,0.03,0.0,0.0,0.12
9666,2002.0,Sports,Sega,0.0,0.0,0.12,0.0,0.12
9667,,Simulation,Unknown,0.12,0.0,0.0,0.01,0.12
9668,2013.0,Platform,Warner Bros. Interactive Entertainment,0.11,0.0,0.0,0.01,0.12
9669,1999.0,Racing,Atlus,0.0,0.0,0.12,0.0,0.12
9670,2010.0,Sports,Take-Two Interactive,0.11,0.0,0.0,0.01,0.12
9671,2010.0,Action,Capcom,0.0,0.0,0.12,0.0,0.12
9672,2005.0,Fighting,Capcom,0.0,0.0,0.12,0.0,0.12
9673,2000.0,Fighting,Vic Tokai,0.07,0.05,0.0,0.01,0.12
9674,2012.0,Racing,Activision,0.11,0.01,0.0,0.01,0.12
9675,2014.0,Misc,Disney Interactive Studios,0.1,0.01,0.0,0.01,0.12
9676,2016.0,Action,Square Enix,0.06,0.05,0.0,0.02,0.12
9677,2008.0,Role-Playing,Capcom,0.1,0.02,0.0,0.0,0.12
9678,2011.0,Puzzle,Eidos Interactive,0.11,0.0,0.0,0.01,0.12
9679,2015.0,Sports,Sony Computer Entertainment,0.0,0.1,0.0,0.03,0.12
9680,2020.0,Action,Warner Bros. Interactive Entertainment,0.03,0.07,0.0,0.02,0.12
9681,2007.0,Strategy,Sega,0.06,0.05,0.0,0.02,0.12
9682,2001.0,Adventure,Human Entertainment,0.0,0.0,0.12,0.01,0.12
9683,2016.0,Action,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12
9684,2011.0,Action,Atari,0.11,0.0,0.0,0.01,0.12
9685,2011.0,Strategy,Bethesda Softworks,0.11,0.01,0.0,0.01,0.12
9686,2010.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.12,0.0,0.12
9687,2002.0,Shooter,Midas Interactive Entertainment,0.07,0.05,0.0,0.01,0.12
9688,2010.0,Simulation,MTO,0.0,0.0,0.12,0.0,0.12
9689,2012.0,Action,Playlogic Game Factory,0.12,0.0,0.0,0.01,0.12
9690,2006.0,Action,Electronic Arts,0.09,0.03,0.0,0.0,0.12
9691,2015.0,Action,Ubisoft,0.0,0.1,0.0,0.03,0.12
9692,,Racing,Black Bean Games,0.0,0.1,0.0,0.02,0.12
9693,2000.0,Fighting,Human Entertainment,0.0,0.0,0.12,0.0,0.12
9694,2015.0,Shooter,505 Games,0.09,0.02,0.0,0.01,0.12
9695,2006.0,Adventure,TDK Mediactive,0.06,0.05,0.0,0.02,0.12
9696,2010.0,Action,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12
9697,2013.0,Puzzle,Crave Entertainment,0.11,0.0,0.0,0.01,0.12
9698,2003.0,Fighting,Human Entertainment,0.0,0.0,0.12,0.01,0.12
9699,2008.0,Racing,Electronic Arts,0.1,0.02,0.0,0.0,0.12
9700,2020.0,Shooter,Deep Silver,0.05,0.07,0.0,0.01,0.12
9701,2012.0,Misc,D3Publisher,0.0,0.0,0.12,0.0,0.12
9702,2005.0,Fighting,Sammy Corporation,0.06,0.05,0.0,0.02,0.12
9703,2014.0,Sports,Crave Entertainment,0.12,0.0,0.0,0.01,0.12
9704,2017.0,Action,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12
9705,2006.0,Sports,Electronic Arts,0.09,0.03,0.0,0.0,0.12
9706,2006.0,Platform,Ubisoft,0.06,0.05,0.0,0.02,0.12
9707,2014.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12
9708,2013.0,Misc,Konami Digital Entertainment,0.12,0.0,0.0,0.01,0.12
9709,2002.0,Adventure,From Software,0.03,0.02,0.07,0.01,0.12
9710,2013.0,Puzzle,THQ,0.12,0.0,0.0,0.01,0.12
9711,2020.0,Sports,505 Games,0.03,0.09,0.0,0.01,0.12
9712,2010.0,Role-Playing,505 Games,0.0,0.0,0.12,0.0,0.12
9713,2017.0,Action,Ubisoft,0.05,0.07,0.0,0.01,0.12
9714,2014.0,Action,PQube,0.05,0.01,0.05,0.01,0.12
9715,2004.0,Simulation,Psygnosis,0.07,0.05,0.0,0.01,0.12
9716,2001.0,Strategy,Acclaim Entertainment,0.07,0.05,0.0,0.01,0.12
9717,1998.0,Fighting,SNK,0.0,0.0,0.12,0.0,0.12
9718,2012.0,Adventure,Tecmo Koei,0.0,0.0,0.12,0.0,0.12
9719,2014.0,Puzzle,D3Publisher,0.11,0.0,0.0,0.01,0.12
9720,2015.0,Action,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12
9721,2012.0,Fighting,Ignition Entertainment,0.04,0.03,0.03,0.01,0.12
9722,2012.0,Action,D3Publisher,0.11,0.0,0.0,0.01,0.12
9723,2011.0,Puzzle,D3Publisher,0.06,0.05,0.0,0.02,0.12
9724,2017.0,Strategy,Activision,0.05,0.04,0.0,0.03,0.12
9725,2002.0,Role-Playing,Activision,0.07,0.05,0.0,0.01,0.12
9726,2013.0,Action,Ubisoft Annecy,0.05,0.01,0.06,0.01,0.12
9727,2019.0,Action,Square Enix,0.0,0.05,0.06,0.01,0.12
9728,2008.0,Platform,Activision,0.09,0.03,0.0,0.0,0.12
9729,2007.0,Racing,Namco Bandai Games,0.06,0.05,0.0,0.02,0.12
9730,2009.0,Role-Playing,Tecmo Koei,0.06,0.05,0.0,0.02,0.12
9731,2010.0,Platform,Midway Games,0.09,0.02,0.0,0.0,0.12
9732,2012.0,Racing,Zoo Digital Publishing,0.11,0.0,0.0,0.01,0.12
9733,2002.0,Puzzle,Virgin Interactive,0.07,0.05,0.0,0.01,0.12
9734,2018.0,Misc,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12
9735,2018.0,Fighting,Namco Bandai Games,0.0,0.04,0.06,0.02,0.12
9736,2010.0,Role-Playing,Nintendo,0.0,0.0,0.12,0.0,0.12
9737,2016.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12
9738,2001.0,Adventure,Psygnosis,0.07,0.05,0.0,0.01,0.12
9739,2009.0,Sports,Electronic Arts,0.11,0.0,0.0,0.01,0.12
9740,2013.0,Adventure,Majesco Entertainment,0.11,0.01,0.0,0.01,0.12
9741,2017.0,Shooter,Electronic Arts,0.06,0.04,0.0,0.02,0.12
9742,,Strategy,Ghostlight,0.09,0.0,0.03,0.01,0.12
9743,2009.0,Role-Playing,Rising Star Games,0.11,0.0,0.0,0.01,0.12
9744,2009.0,Puzzle,D3Publisher,0.11,0.0,0.0,0.01,0.12
9745,2011.0,Fighting,THQ,0.11,0.01,0.0,0.01,0.12
9746,2018.0,Racing,Milestone S.r.l.,0.04,0.06,0.0,0.02,0.12
9747,2015.0,Racing,Disney Interactive Studios,0.1,0.01,0.0,0.01,0.12
9748,2012.0,Sports,Take-Two Interactive,0.11,0.0,0.0,0.01,0.12
